No,itemId,itemName,nameJP,nameTrans,itemType,itemSubtype,buttonType,dataType,required,format,minLength,maxLength,defaultValue,validationNote,description,userAction,transitionNote,databaseTable,databaseColumn,databaseNote,qa
"7.6","img-037","Thẻ trạng thái Chờ duyệt và được duyệt","承認待ち・承認可カード","Pending and approvable card","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Mô tả trường hợp người xem khác người lập nên được phép phê duyệt.
Thành phần hiển thị: Thẻ tiêu đề Chờ duyệt; được duyệt kèm mô tả có nút Phê duyệt và kèm nội dung biểu suất để đọc.
Chức năng và logic: Thuần hiển thị tài liệu. Nội dung biểu suất phải đọc được ở trạng thái này; duyệt mù là mất ý nghĩa của cổng.",,,,,,
"7.7","img-038","Thẻ trạng thái Chờ duyệt và tự lập","承認待ち・自作カード","Pending and self-created card","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Mô tả trường hợp người xem chính là người lập nên bị chặn phê duyệt.
Thành phần hiển thị: Thẻ tiêu đề Chờ duyệt; tự lập kèm mô tả chỉ ghi chú; không nút và gọi API trực tiếp vẫn bị từ chối.
Chức năng và logic: Thuần hiển thị tài liệu. Đây là nửa quan trọng của cổng maker-checker; chặn phải ở server.",,,,,,
"7.8","img-039","Thẻ trạng thái Đang hiệu lực","有効中カード","Active state card","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Mô tả khung thao tác khi phiên bản đang chi phối cách tính.
Thành phần hiển thị: Thẻ tiêu đề Đang hiệu lực kèm mô tả có nút Rollback kèm ô chọn phiên bản đích hợp lệ.
Chức năng và logic: Thuần hiển thị tài liệu. Ở trạng thái này không có nút Phê duyệt vì phiên bản đã qua cổng.",,,,,,
"7.9","img-040","Thẻ trạng thái Đã duyệt và chờ tới ngày hiệu lực","承認済み・発効日待ちカード","Approved and scheduled card","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Mô tả khoảng giữa: đã qua cổng duyệt nhưng chưa tới ngày hiệu lực.
Thành phần hiển thị: Thẻ tiêu đề Đã duyệt; chờ tới ngày hiệu lực kèm mô tả nói rõ chưa chi phối cách tính và số thưởng chưa đổi tới ngày hiệu lực.
Chức năng và logic: Thuần hiển thị tài liệu. Đây là chỗ dễ đọc sai nhất: bấm Phê duyệt xong mà số thưởng không đổi là đúng thiết kế.",,,,,,
"7.10","img-041","Thẻ trạng thái Không còn gì để làm","操作不可カード","No action available card","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Mô tả trường hợp phiên bản đã ra khỏi vòng thao tác.
Thành phần hiển thị: Thẻ tiêu đề Không còn gì để làm kèm mô tả đã rollback hoặc đã bị thay thế thì không hiện khối thao tác.
Chức năng và logic: Thuần hiển thị tài liệu. Ẩn cả khối thao tác ở trạng thái này khác với việc hiện khối rỗng của trường hợp tự lập.",,,,,,
"7.11","img-042","Thẻ trạng thái Đang gửi","送信中カード","Submitting card","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Mô tả hành vi trong lúc một thao tác ghi đang chạy.
Thành phần hiển thị: Thẻ tiêu đề Đang gửi kèm mô tả nút vô hiệu và không cho bấm trùng.
Chức năng và logic: Thuần hiển thị tài liệu. Chặn bấm trùng là bắt buộc vì cả ba thao tác đều không tự chống gửi lặp.",,,,,,
"7.12","img-043","Thẻ trạng thái Gửi lỗi","送信失敗カード","Submit error card","label","thẻ trạng thái",,,,,,,,,"Mục đích và ngữ cảnh: Liệt kê đủ các nguyên nhân lỗi mà thông báo phải nói rõ; không gộp thành lỗi chung.
Thành phần hiển thị: Thẻ tiêu đề Gửi lỗi kèm năm nguyên nhân: ngày không ở tương lai; tự duyệt hoặc tự rollback; phiên bản đích không hợp lệ; người khác đã xử lý trước; trùng số phiên bản do tạo cùng lúc.
Chức năng và logic: Thuần hiển thị tài liệu. Mỗi nguyên nhân phải có thông báo riêng để người dùng biết nên sửa gì hay nên thử lại.",,,,,,
"8","img-044","Ghi chú CHƯA CHỐT về hạn mức năm và maker-checker của rollback","未確定事項の注記","Open question note","label","ghi chú chưa chốt",,,,,,,,,"Mục đích và ngữ cảnh: Khai bốn chỗ tài liệu khách chưa nói rõ; để không ai tự quyết hộ khách ở tầng thiết kế.
Thành phần hiển thị: Một khối ghi chú viền nét gồm bốn câu hỏi: mốc năm là năm dương lịch hay năm tài chính Nhật; rollback có tính vào hạn mức không; maker-checker của rollback kiểm người lập của phiên bản đang bị hạ cấp hay của phiên bản đích; và câu chung với SC-22 và SC-23 về tham số nào được phiên bản hoá.
Chức năng và logic: Thuần hiển thị tài liệu. Câu hỏi thứ nhất ảnh hưởng trực tiếp tới lúc nào biểu mẫu tạo bị tắt.",,,,,,
"9","img-045","Khối đối chiếu prototype","プロトタイプ差分ブロック","Prototype comparison block","others","khối tài liệu đối chiếu",,,,,,,,,"Mục đích và ngữ cảnh: Đặt cách cài đặt hiện tại của prototype tách khỏi phần thiết kế; để đọc spec không lẫn hiện trạng vào yêu cầu.
Thành phần hiển thị: Tiêu đề khối và một bảng ba cột: thiết kế đòi; prototype làm và mức lệch.
Chức năng và logic: Thuần hiển thị tài liệu. Khối này là hiện trạng để đối chiếu; không phải nguồn của thiết kế.",,,,,,
"9.1","img-046","Bảng đối chiếu thiết kế và prototype","設計・実装差分テーブル","Design versus prototype table","table","bảng tài liệu",,,,,,,,,"Mục đích và ngữ cảnh: Bảy chỗ prototype khác thiết kế; kèm mức lệch của từng chỗ.
Thành phần hiển thị: Bảy dòng gồm bốn mức: Chưa đạt cho biểu mẫu không có ô biểu suất; hạn mức 4 lần mỗi năm không được đếm và việc tạo phiên bản không ghi dấu vết kiểm toán. Khớp cho maker-checker chặn ở server cho cả duyệt và rollback. Hở cho ô ngày không đặt giới hạn nhỏ nhất và rollback không có giao dịch trọn vẹn. Chưa chốt cho việc rollback kiểm người lập của phiên bản đang bị hạ cấp.
Chức năng và logic: Bảng tĩnh; không lọc. Chỉ liệt những chỗ khác nhau; chỗ khớp chỉ nêu khi cần chặn cách đọc sai.",,,,,,
"10","img-047","Chân ghi chú phân quyền và nguồn as-built","権限・出典フッター","Permission and source footer","label","chân ghi chú màn",,,,,,,,,"Mục đích và ngữ cảnh: Chốt lại phân quyền của màn và trỏ về tài liệu hiện trạng của prototype.
Thành phần hiển thị: Hai dòng: dòng phân quyền nói chỉ quản trị rule vào được cả hai khung và điều kiện quyết định không phải vai trò nào mà là người duyệt phải khác người lập; dòng thứ hai là liên kết sang tài liệu bản as-built của màn.
Chức năng và logic: Thuần hiển thị. Hai tài khoản demo tách đôi một người lập và một người duyệt là cố ý.",,,,,,
